d [mm],f [GHz],pPDn [W/m2],pPDtot [W/m2],psPDn_1 [W/m2],psPDtot_1 [W/m2],psPDn_4 [W/m2],psPDtot_4 [W/m2],pDeltaT * 100 [°C]
105,89,48.0,52.0,11.0,13.243715972822368,5.0,6.556802212209549,5.566193034068496
148,22,0.0,0.0,0.0,0.06750423702307473,0.0,0.07413613825866738,0.19313456703243756
130,74,2.0,3.0,0.0,0.4775096778447192,0.0,0.340792051623529,0.6637917532933499
88,42,41.0,40.0,10.0,11.088859703722672,5.0,5.784835875044164,3.572096034720857
128,12,12.0,11.0,4.0,4.478035925504696,2.0,2.3153002334274806,0.4027333344783352
32,52,85.0,81.0,27.0,30.136502392574844,8.0,10.100019270295538,11.716595640017358
133,67,0.0,0.0,0.0,0.3146862504624288,0.0,0.30201009605238016,1.8424548780669499
103,69,11.0,13.0,4.0,5.036731306051571,2.0,2.8749140957123585,2.7892712658238374
105,29,18.0,19.0,3.0,3.8742586705754034,2.0,2.6771549658535863,1.2175510102527891
86,77,71.0,74.0,17.0,20.010673841217088,7.0,9.10781167827641,6.840485616093275
65,43,11.0,11.0,8.0,10.097873357330425,5.0,6.808912618937751,3.393293425866615
120,30,0.0,0.0,0.0,0.7934698988424715,1.0,1.717707396522734,2.053028745176762
75,25,0.0,0.0,9.0,10.934662655207411,6.0,7.879465379709551,36.4896167952479
65,71,38.0,37.0,15.0,17.610557175080938,6.0,8.25844201894574,55.86440397747126
129,76,63.0,64.0,8.0,8.490972249767685,3.0,3.266476160918529,2.2554636099310645
14,49,18.0,21.0,18.0,31.248345928302967,10.0,20.147334997125135,50.34649772824996
24,50,266.0,270.0,36.0,50.3275031594113,11.0,19.338273442641594,25.481702332764513
15,60,21.0,21.0,13.0,17.79764420396599,8.0,12.12566483952357,34.79522594804716
110,53,0.0,0.0,4.0,4.818358366302276,2.0,2.6392067818058957,1.7113640743109877
115,41,0.0,0.0,0.0,0.3586870451669164,0.0,0.3076605328980855,0.9843608904247896
67,57,100.0,104.0,30.0,36.27229121957017,10.0,14.008710672447801,17.8724954368717
40,88,66.0,68.0,20.0,25.991509107555494,8.0,12.857531102665025,55.40074213867704
62,19,85.0,88.0,22.0,24.154048050299718,8.0,9.326359877337122,5.691555996308684
97,24,7.0,5.0,12.0,14.07859175777124,6.0,7.800054767925045,5.7724801573327795
18,67,92.0,93.0,37.0,51.304735073131326,11.0,20.27501551663708,49.8306923099682
49,22,0.0,0.0,5.0,7.722394639078043,5.0,7.923204851614026,8.701291092619353
40,45,37.0,38.0,17.0,21.180934913897055,8.0,11.27306872203306,4.752687656865705
83,67,47.0,45.0,21.0,24.322777356890565,8.0,10.34980013761383,12.972871952115273
121,69,0.0,0.0,1.0,1.8376111000696753,1.0,1.7608338384042979,3.4270894304566837
19,26,50.0,51.0,26.0,35.41205717359077,10.0,17.638113556675428,47.83409375055673
90,64,3.0,4.0,6.0,7.847975131830082,4.0,5.495426673805152,3.373270840166789
36,84,218.0,225.0,23.0,27.864871591281414,9.0,12.17618342233586,29.61929400845528
95,19,0.0,0.0,4.0,6.004257587245025,4.0,5.931254555359812,3.0313103394852052
66,89,62.0,66.0,25.0,33.3807634843349,10.0,16.266035505894745,52.62269854061834
114,11,0.0,0.0,1.0,1.7243397880614764,1.0,1.6525575054035728,0.7859050983584377
141,65,0.0,0.0,0.0,0.13093552650464857,0.0,0.09283777563608475,0.35098558675674923
115,40,27.0,26.0,17.0,18.554591210260575,7.0,8.137973870480376,3.2868440549603553
79,68,21.0,21.0,2.0,2.6005580683997307,1.0,1.4221737747434542,1.073661906257378
89,57,61.0,63.0,17.0,18.968931902848052,7.0,8.386686625356019,3.372449334032664
105,26,0.0,0.0,5.0,5.93904826449993,3.0,3.7900158551692966,2.1724926953432715
105,46,36.0,37.0,9.0,9.923730534438125,3.0,3.6457804729463033,1.3712330764416958
118,21,0.0,0.0,0.0,0.4122668894822288,0.0,0.4009391127385602,0.21752014562403008
68,60,0.0,0.0,2.0,3.3682050962223795,1.0,2.3495604218014563,1.8351067964679761
60,84,58.0,58.0,18.0,20.994723669932597,7.0,9.202478942422914,15.478748347339813
83,46,58.0,60.0,17.0,20.621850011161634,7.0,9.675725443814066,10.88251842403532
61,81,41.0,39.0,16.0,18.557272430560857,7.0,8.988540182193276,33.19504495173199
4,10,76.0,76.0,36.0,56.63195607733006,12.0,25.283864527954975,49.50163686284199
78,71,43.0,44.0,27.0,35.4554714974535,10.0,15.885680251731294,7.559574343023913
53,81,54.0,54.0,16.0,18.482318967962094,7.0,8.941438728611866,7.949959897070256
116,46,0.0,0.0,4.0,5.704165167144159,3.0,4.478371863354516,5.11768957081526
94,82,16.0,15.0,5.0,5.932965037375184,1.0,1.8238324391579142,6.128374664286384
47,17,22.0,22.0,10.0,11.907152864748479,5.0,6.540504712530957,1.8282404414945015
30,74,17.0,17.0,5.0,6.645407673075358,3.0,4.418109353828195,11.663277683323331
79,58,34.0,33.0,10.0,11.400113714910837,5.0,5.9365210948020435,4.500695393443698
24,53,7.0,6.0,11.0,15.029439017251807,6.0,9.542541279253566,28.85173919596114
81,27,14.0,16.0,6.0,8.119601139143061,5.0,6.763091979309122,2.623058868876601
30,20,107.0,111.0,32.0,41.88257252346517,10.0,16.46753498389154,37.45330955901658
50,49,36.0,35.0,8.0,8.93170807479259,3.0,3.6776789927537306,2.926283405361252
94,74,107.0,122.0,20.0,23.312468041294544,8.0,10.098668951497292,2.856243123449123
89,27,12.0,15.0,1.0,2.132272359400097,2.0,2.975830069700929,3.1914420808196096
79,19,0.0,0.0,2.0,3.769202638690677,3.0,4.6646338287169185,3.5108251343810717
33,22,237.0,235.0,39.0,50.95204069514152,12.0,19.41058881081303,31.873091751392867
33,38,3.0,1.0,10.0,11.89600939883205,5.0,6.710590826757215,5.1397569141706345
33,51,22.0,20.0,10.0,11.548805512293566,3.0,4.294507982888391,10.043665421701318
3,60,309.0,310.0,40.0,67.33095056763077,13.0,28.6766772615047,112.3852405561107
131,38,0.0,0.0,0.0,0.24353564749213796,0.0,0.23821915213843714,0.33528426942855444
102,65,0.0,0.0,0.0,0.3784108097781256,0.0,0.33854689984654085,2.7369384347256807
65,31,0.0,0.0,5.0,8.031629140270418,4.0,7.286054008338582,33.63259969417384
93,51,0.0,0.0,1.0,1.4012103327870375,0.0,0.3509916632154835,0.7228528726221211
112,51,55.0,57.0,17.0,19.088875944850965,7.0,8.386510165865287,2.5941886326150447
42,73,24.0,24.0,25.0,34.74766043207311,10.0,16.97534742665716,21.68281162316394
99,51,5.0,5.0,5.0,5.903821469683798,2.0,2.673866576405021,1.2794980868283181
101,31,280.0,280.0,38.0,44.34391388171525,11.0,14.384257045393518,15.775913073804311
109,15,0.0,0.0,5.0,5.945682850127248,2.0,2.771816966668889,0.5765777254115709
148,55,0.0,0.0,0.0,0.04786776347350652,0.0,0.04431793135172235,0.29235274872833633
48,36,0.0,0.0,0.0,1.4508511949849487,1.0,2.3628794249762657,7.484129381316135
16,30,176.0,185.0,30.0,40.708222848424235,10.0,17.21998092737219,46.76367395784258
141,48,0.0,0.0,0.0,0.14013648563060843,0.0,0.10914815048890869,0.5716743457166586
38,87,52.0,49.0,18.0,21.04532110833398,6.0,8.514102020315693,56.28035709397605
32,83,122.0,129.0,24.0,29.005302588136885,8.0,11.375810734939556,48.37409319638975
149,66,0.0,0.0,0.0,0.02488658344663297,0.0,0.018424311462709175,0.06874978142267826
32,51,129.0,142.0,34.0,42.22314899290232,10.0,15.181724285581883,16.24620794983933
99,10,0.0,0.0,2.0,2.805052025207261,2.0,2.7129960113316267,1.1066715917698593
132,78,0.0,0.0,0.0,0.327703999217025,0.0,0.2950943541999995,0.9667979388491745
91,86,80.0,79.0,22.0,24.4499179655476,8.0,9.783302459738188,5.838873538453644
27,40,12.0,11.0,14.0,18.725672241632594,8.0,12.184870000457757,24.42977600073015
141,80,0.0,0.0,0.0,0.057658826645411,0.0,0.06336505525526626,0.24451938745345211
129,20,0.0,0.0,0.0,0.03778694807767913,0.0,0.03965191482140962,0.17565043459797988
10,29,126.0,126.0,26.0,31.274446743856302,9.0,12.875890200094126,34.127428706706105
104,55,0.0,0.0,5.0,6.253895235529805,3.0,4.078491259853423,4.241151301413984
58,89,296.0,295.0,33.0,37.76460531741146,10.0,12.497956099780158,39.28532877777445
87,26,23.0,22.0,7.0,8.020977603442192,3.0,3.7704105335094837,5.492202497124979
106,59,74.0,73.0,20.0,22.734910871445535,8.0,9.72139242452019,7.432110035592332
112,85,17.0,19.0,7.0,8.916128917951148,4.0,5.499948465575989,3.363044303297109
67,75,89.0,96.0,20.0,23.254341261857416,8.0,10.09892266154235,9.558128794486974
128,44,71.0,74.0,10.0,11.278915516371312,5.0,5.81816809550295,1.4116947442192562
77,80,0.0,0.0,0.0,0.7782193030439539,0.0,0.8342430409370623,1.9305326633884556
16,84,24.0,24.0,8.0,11.32443033683601,4.0,7.203341336607736,35.48142480846321
110,15,0.0,0.0,0.0,0.4740634205977996,1.0,1.4297471035352471,1.3852238273632573
130,35,31.0,31.0,11.0,12.84278072747585,5.0,6.410341623332421,3.307784328281367
147,63,0.0,0.0,0.0,0.0812677583604926,0.0,0.08490205022188513,0.2369845048272605
54,34,57.0,54.0,10.0,10.746661037261783,3.0,3.5070132118577044,5.535507719480521
16,35,272.0,271.0,40.0,64.97152767980424,13.0,26.617373082637883,59.812208485724675
72,27,29.0,29.0,8.0,9.071756201959108,5.0,5.78928865334742,2.146044054864923
106,73,33.0,33.0,7.0,8.020159227856675,2.0,2.8048299473966036,4.598787876299505
51,76,36.0,36.0,6.0,6.95193238157745,2.0,2.752966011956479,5.71049866687434
108,72,13.0,13.0,4.0,4.75159303011495,1.0,1.647151053347108,4.867564541565876
22,44,2.0,1.0,3.0,4.840541001309687,2.0,3.896360576599197,8.158470557490931
142,61,0.0,0.0,0.0,0.25907240728923364,0.0,0.2162329257701301,1.3271142358974974
86,68,0.0,0.0,11.0,13.628655181075507,7.0,9.410520155935076,5.380974987106118
40,30,53.0,55.0,27.0,36.303790797480445,10.0,16.960533648279004,55.53741454564694
148,30,0.0,0.0,0.0,0.06708510693625858,0.0,0.08612842320054859,0.047155442942083924
52,24,162.0,167.0,24.0,26.612019392169234,9.0,10.61349564000356,4.933884371430092
76,38,20.0,22.0,5.0,5.927812610591933,2.0,2.7315960362616165,2.867408893197207
20,60,307.0,307.0,40.0,56.068089048026906,12.0,20.979039165305217,60.337779810632206
88,10,42.0,47.0,21.0,25.917742228649352,9.0,12.273867984137766,0.7101315854876822
32,30,20.0,21.0,17.0,23.291001624352486,8.0,13.125099894716616,16.352925323386447
141,21,3.0,1.0,7.0,7.83122391292026,4.0,4.628450916179758,0.7805736501264515
142,19,0.0,0.0,0.0,0.30754599515648473,0.0,0.2537412906582195,0.489564881465214
33,20,10.0,10.0,10.0,13.081189153659396,6.0,8.595884328831396,4.839500169890116
70,85,4.0,4.0,7.0,9.00141281443991,4.0,5.8458087535481695,27.092956748628726
111,40,7.0,8.0,3.0,3.7345287869975987,2.0,2.6021460533018073,3.528913377017697
58,82,23.0,22.0,15.0,18.307709499221282,6.0,8.539351458272812,9.547360971865105
45,16,226.0,227.0,36.0,45.851627584910304,11.0,17.16829636022775,17.15984311806962
141,71,0.0,0.0,0.0,0.18970477446198952,0.0,0.2185298063388883,0.3690964742697373
32,36,40.0,41.0,26.0,34.854384674794446,10.0,16.47872253469137,23.336840721497346
126,12,31.0,31.0,15.0,17.38418348405051,7.0,8.769244958567775,3.8971919442900744
70,48,0.0,0.0,4.0,6.481236279833112,4.0,6.543531186418608,3.947221016259276
106,83,0.0,0.0,0.0,0.5618079209591349,0.0,0.6174076082682305,3.348243184177058
33,64,167.0,178.0,38.0,52.554519319063466,12.0,21.178746054663716,76.33352395053048
35,49,303.0,305.0,38.0,47.660248489216144,11.0,16.367176193339706,18.66958772621914
29,81,4.0,1.0,9.0,11.310387424935394,5.0,6.987207127811388,3.374612585682231
138,54,0.0,0.0,0.0,0.14945437957535002,0.0,0.19587199507117847,0.2680784742534081
51,26,22.0,21.0,15.0,18.566058808852112,8.0,11.09812869076589,20.230893786549508
64,24,93.0,97.0,26.0,31.445351653190706,9.0,12.84270774730135,16.550731550575442
122,83,0.0,0.0,0.0,0.5139782383436247,0.0,0.5131416115542724,2.3873187945418173
35,51,55.0,56.0,18.0,23.080602867117534,9.0,12.991773879755147,61.436267685776684
20,54,271.0,266.0,40.0,59.37737337513518,13.0,24.63242204172323,97.44345989659891
29,31,0.0,0.0,0.0,2.199467933791716,2.0,4.602559792744554,20.013984412098313
90,61,14.0,14.0,7.0,7.968065257911486,3.0,3.7859154467477234,5.937636267835174
52,16,68.0,69.0,27.0,33.350741803941666,10.0,14.756033737129354,29.219516779158276
86,59,83.0,87.0,19.0,21.32809361526839,7.0,8.492236441991647,8.958618815707235
124,53,0.0,0.0,1.0,1.5595565723894849,1.0,1.4461371396322733,1.1633022323837605
148,45,0.0,0.0,0.0,0.0442463357283418,0.0,0.03304713618670063,0.16472572301630214
74,77,38.0,39.0,12.0,14.769222476856545,6.0,8.138248064270492,13.77798706346806
20,71,116.0,122.0,27.0,33.5706187539345,9.0,13.58682604597179,42.911022356439624
102,49,29.0,30.0,9.0,10.61356411129456,5.0,6.182690643530337,5.079222739734621
16,43,300.0,299.0,40.0,59.434298512970244,13.0,24.163854552761748,67.8518415630384
73,72,41.0,41.0,16.0,20.02545371389721,7.0,9.983947779893466,5.760933136996547
137,67,0.0,0.0,0.0,0.2739066729714217,0.0,0.22640958420570256,1.5929271464514985
60,22,64.0,65.0,23.0,27.380220864082833,9.0,12.002610773663354,6.023850512982554
133,80,0.0,0.0,0.0,0.23098764735125998,0.0,0.19471769681107465,0.520709091440428
109,42,37.0,37.0,11.0,12.366152370122357,6.0,6.9715519427322095,3.493687000042755
57,16,47.0,48.0,22.0,26.636610073841858,9.0,12.429825637955895,16.941438577636042
120,13,15.0,12.0,7.0,7.581267528520954,2.0,2.447738206971775,1.2892324434870872
41,67,263.0,262.0,40.0,53.86541763209572,12.0,20.04598646506804,24.276149867061648
4,14,110.0,117.0,38.0,60.93075018453682,12.0,26.213891907620997,87.49422501872255
68,29,4.0,7.0,15.0,22.533381907309753,9.0,15.209178310863354,6.465564975305101
103,64,25.0,24.0,12.0,13.513949190295552,5.0,6.203967122244397,7.51371788745395
91,14,0.0,0.0,2.0,2.655889322349025,1.0,1.5792612947939235,1.4658822661923092
34,82,87.0,89.0,27.0,36.1003965713917,10.0,16.332093003636555,62.81453738064834
17,74,70.0,71.0,33.0,45.3803333811874,11.0,19.55644642870387,49.60156643508477
149,75,0.0,0.0,0.0,0.057934372321444494,0.0,0.04752715473539415,0.11179522293644514
15,11,49.0,50.0,26.0,33.556988366110765,10.0,15.700373401311525,38.491302942285415
77,33,29.0,31.0,12.0,15.446394879917364,7.0,9.749313484818892,7.298866529169809
98,77,0.0,0.0,2.0,2.6090664701017894,1.0,1.5138517923563395,2.970755832542663
138,84,2.0,0.0,1.0,1.1901754314227992,0.0,0.14181126509743036,1.5120846099310934
56,42,0.0,0.0,14.0,20.08587506856828,8.0,13.518416617500298,12.17109556276812
93,79,24.0,26.0,9.0,11.725953001662024,6.0,8.191301971407267,4.807171783192196
148,25,0.0,0.0,0.0,0.01436398656780602,0.0,0.015451350415816911,0.06679555544995638
5,55,309.0,307.0,40.0,57.937498866110104,12.0,22.691500650048866,81.91865343400148
42,43,65.0,67.0,30.0,37.89589258859547,10.0,15.323992918360457,22.43322815161582
103,76,36.0,35.0,16.0,17.981967820090645,6.0,7.480092242159468,10.43392406245923
148,77,0.0,0.0,0.0,0.013777375992516383,0.0,0.016959659048827236,0.11554980146945024
22,46,48.0,49.0,35.0,52.91462441413725,12.0,24.17920949602049,72.76116620631265
127,54,0.0,0.0,0.0,0.44204585213650116,0.0,0.4481642065427489,1.0377174096488209
129,43,0.0,0.0,0.0,0.20312570295276844,0.0,0.2005190792143141,0.3272306068068333
5,61,247.0,249.0,37.0,52.15997988615733,11.0,20.03773263927863,70.98132270370131
84,86,75.0,71.0,18.0,19.629098935872662,6.0,7.070629753753724,7.250059345518926
42,57,75.0,75.0,21.0,24.663656432191235,8.0,10.509119599573404,17.20091494724782
10,65,292.0,294.0,34.0,43.122397314614,10.0,15.632118876009713,37.57481624007806
24,64,51.0,52.0,22.0,28.26356181619353,9.0,13.961383108029494,21.49637604280833
79,17,28.0,28.0,10.0,11.998896676058768,6.0,7.50714253872944,1.6179722368623066
122,37,0.0,0.0,1.0,1.5909938291706798,1.0,1.5063127308254982,1.177638338782661
56,16,9.0,10.0,7.0,9.625693030060567,5.0,7.286223842490262,6.86715081580858
20,28,230.0,234.0,32.0,42.29084538934077,11.0,17.62802864464344,22.74125109244838
149,86,0.0,0.0,0.0,0.01955469130844767,0.0,0.010826058212732637,0.5623470820001326
91,59,8.0,9.0,6.0,7.758954058139136,3.0,4.509882104163683,1.5016658641394423
69,67,36.0,35.0,19.0,23.443385337415044,7.0,10.676195982207478,39.17637322088644
72,54,28.0,27.0,14.0,16.279519365539414,6.0,7.801116053331732,7.312973515180504
119,45,0.0,0.0,0.0,0.2572625732810194,0.0,0.24995392848655684,0.9439338332836347
142,34,0.0,0.0,0.0,0.15201882615631646,0.0,0.11192752505000425,0.44487511919635286
90,42,17.0,19.0,8.0,10.958583275629845,6.0,8.634646024993373,4.739182931214965
75,10,19.0,19.0,20.0,24.05247683526519,9.0,12.248364213376533,5.130176442918761
148,71,0.0,0.0,0.0,0.0034670377898182725,0.0,0.0029841060275346276,0.047246294409895216
110,74,9.0,8.0,5.0,5.741156018336,2.0,2.591250010871941,8.609163701015843
29,62,270.0,267.0,40.0,53.70969872682347,12.0,20.091482414076943,42.581099002271635
126,22,8.0,9.0,4.0,5.479613468505189,3.0,4.341603058650259,2.835734298029964
58,44,73.0,75.0,32.0,41.02359961919346,11.0,16.957174984456156,7.848605913728958
29,42,45.0,45.0,22.0,29.58429565389207,9.0,14.828034679096348,18.12381314109977
67,39,63.0,62.0,30.0,35.63582794512832,9.0,13.232890945149379,43.040292192463774
68,54,23.0,22.0,6.0,6.831673746996248,2.0,2.65139405066113,5.467696720004425
138,60,0.0,0.0,1.0,1.3311980367739182,0.0,0.2815474552875479,0.7084577712668019
134,58,0.0,0.0,3.0,3.588717168367485,1.0,1.4365349320035428,0.5654970702728415
58,34,51.0,50.0,22.0,25.554835769942514,8.0,10.32562808685244,15.188586867431088
119,49,0.0,0.0,4.0,4.8713674679106385,2.0,2.7106371363591855,0.9513606310705653
132,28,0.0,0.0,0.0,0.190527909230243,0.0,0.2448604238628087,0.2008005172147029
66,80,251.0,254.0,39.0,57.519688914416506,12.0,23.009024594685286,66.0221553745391
131,59,0.0,0.0,1.0,1.2141077168086223,0.0,0.16483106302640538,1.5164422731510019
95,76,0.0,0.0,5.0,6.2964134276702675,3.0,4.3311741648422615,6.714354392366513
22,27,158.0,166.0,28.0,33.731703866529486,10.0,13.662644644708617,17.264113704783846
64,81,86.0,90.0,14.0,15.77814213625566,6.0,7.27264303447539,26.045032504585645
25,56,227.0,218.0,27.0,29.8765118454591,8.0,9.83978516918008,23.495957689853324
94,48,49.0,48.0,12.0,13.318353816119306,6.0,6.974957517771318,7.888468244816446
100,53,60.0,60.0,14.0,15.686673494453103,6.0,7.211157807937635,3.160740526498753
10,50,278.0,277.0,40.0,57.4041212878366,12.0,22.011967192227274,66.22947940021083
4,73,312.0,314.0,40.0,69.17751510573243,13.0,29.174067250838938,117.10768522439744
39,40,60.0,60.0,21.0,26.582285182545284,9.0,13.422642744179171,41.184795606905155
26,66,65.0,70.0,24.0,30.664939783942266,10.0,14.548635083555126,14.349344497449312
32,19,36.0,36.0,15.0,18.235204442448875,8.0,10.508574650001432,18.185663758330215
147,45,0.0,0.0,3.0,3.4044524572625448,1.0,1.2782626430300346,0.3732144140390587
140,37,0.0,0.0,0.0,0.4714325017831227,1.0,1.420604153174139,0.5922307871359596
106,32,0.0,0.0,0.0,0.22141616115206308,0.0,0.1730045260047004,0.289772071734907
111,69,17.0,18.0,6.0,7.147452756946049,4.0,4.894664513841861,2.7450419038724263
49,14,52.0,52.0,22.0,25.630634809864365,9.0,11.726105707355678,14.409235125795002
76,43,0.0,0.0,0.0,0.5625307693108945,0.0,0.537824211936031,3.2593871972670203
16,89,8.0,7.0,15.0,20.16662246335048,7.0,11.794959238941441,41.06245654079208
108,37,40.0,41.0,11.0,12.799358791114756,7.0,8.290811871271721,3.9076738221211316
35,79,138.0,160.0,26.0,31.36379683711489,9.0,12.416355843765668,47.08288900631528
70,22,85.0,90.0,21.0,25.52827303732451,9.0,12.20753978735745,22.944735573037946
108,35,16.0,16.0,7.0,8.525198941948014,4.0,5.186440656524111,3.6523366535694373
84,41,77.0,84.0,14.0,15.799480341053862,7.0,8.172143650470804,8.4269188439973
4,70,203.0,194.0,36.0,46.28768171461432,11.0,17.591705517564183,51.61205425792891
42,87,162.0,165.0,31.0,37.72067394168823,10.0,14.647686445804943,47.61612593933224
57,46,48.0,48.0,16.0,19.166508884530437,7.0,9.384333896366371,13.11633373537914
87,46,31.0,33.0,16.0,19.786155159895806,8.0,10.782781553993404,2.712468192880243
13,55,28.0,27.0,17.0,22.34116920721228,8.0,12.218693011996955,14.10218364130817
97,40,54.0,56.0,12.0,13.703464816844505,6.0,7.211960255310903,3.719275584773435
30,47,209.0,217.0,32.0,40.84681711882146,10.0,15.707318912431937,29.913551557485466
144,75,0.0,0.0,0.0,0.11655800724925336,0.0,0.11251104631017084,0.19850095884441551
12,69,258.0,257.0,38.0,52.20131526735259,11.0,19.61110009046191,68.20746371374712
34,11,2.0,3.0,11.0,17.810796377417887,7.0,13.123132087839839,28.90244284608802
85,53,84.0,83.0,20.0,22.609017096152485,8.0,9.718458532637007,20.56337201052228
30,84,213.0,216.0,35.0,47.77494803413449,11.0,18.587375422392267,51.9618164973369
140,60,0.0,0.0,0.0,0.20253082671265243,0.0,0.2071981522659081,0.5851317533843494
42,73,77.0,79.0,21.0,26.59529701118747,8.0,11.629819860455115,33.94351233593562
43,20,45.0,48.0,17.0,20.765815651757332,8.0,10.57152145196294,11.778267194386103
148,86,0.0,0.0,0.0,0.04260493589592462,0.0,0.02905585412086431,0.2302090993997392
67,41,200.0,193.0,33.0,37.689505472971874,10.0,12.73758821060708,20.512366354858994
104,81,0.0,0.0,2.0,2.922780096203187,1.0,1.8323987195499807,3.813226331044041
14,48,110.0,118.0,26.0,32.82318641398739,9.0,13.462659780575933,6.540424498490333
100,17,0.0,0.0,0.0,0.2027324467431617,0.0,0.251625009924636,0.6967969160347263
85,73,2.0,2.0,3.0,4.039777450038779,2.0,2.8136040883109494,2.1239466659230173
122,79,48.0,50.0,9.0,10.260723406803486,4.0,4.8286810241927345,3.690426917835041
115,82,0.0,0.0,3.0,3.880321358575004,1.0,1.7888741731873208,7.878588721034172
26,42,95.0,100.0,27.0,32.847181261133414,9.0,13.04563480977935,39.05522516631369
27,68,280.0,282.0,39.0,53.027966834245724,12.0,19.9886295403697,47.66076866779669
102,61,3.0,3.0,4.0,4.887180929602451,2.0,2.772479112445312,3.8503245574423297
29,52,59.0,63.0,23.0,31.97705712063282,9.0,15.396016926955205,34.48440194029193
67,31,50.0,50.0,21.0,24.780080430207008,8.0,10.953180905516971,11.986320947180184
79,74,44.0,46.0,5.0,5.734300564651385,2.0,2.54850976907148,3.286805069733036
134,45,0.0,0.0,0.0,0.19590867457281025,0.0,0.19639858916278463,0.32249293018876374
68,67,89.0,88.0,14.0,15.274421363940897,5.0,5.855228615112702,6.069852210498096
91,83,69.0,69.0,10.0,11.187440023098041,3.0,3.798136248478003,7.734900910794709
128,81,92.0,97.0,10.0,11.01876916422056,5.0,5.626375446510175,6.722498322959959
53,62,41.0,42.0,12.0,14.769004280932625,6.0,8.146606362448443,6.900345916417276
132,58,0.0,0.0,0.0,0.1541991142728083,0.0,0.11884805797279419,0.5506755395634244
48,20,50.0,51.0,14.0,16.99509017679335,7.0,9.373387100864466,15.727020287549887
79,26,0.0,0.0,4.0,6.077831607618787,4.0,6.135354346883811,10.423765011892401
101,57,51.0,52.0,8.0,8.819044108180902,3.0,3.5635175135809014,4.1528115448954095
111,74,0.0,0.0,0.0,0.5796861598100642,0.0,0.6433392179844959,9.416851505807205
62,52,98.0,98.0,16.0,17.57836859808541,6.0,7.059041899358756,10.486874253590358
4,65,278.0,279.0,40.0,64.57591113318584,13.0,27.199904712572177,95.80431188499604
15,29,14.0,13.0,12.0,15.418251144196944,7.0,10.062724504035504,16.436912023128293
56,26,39.0,41.0,15.0,18.959119012150612,8.0,11.198831252563659,12.943194327337782
111,25,33.0,34.0,4.0,4.64312931774106,1.0,1.4424013152214115,2.0623103512804173
45,80,164.0,167.0,27.0,30.180950675444503,9.0,10.962097999974691,12.123284950134622
98,59,22.0,20.0,13.0,14.1727050478328,4.0,4.880923650429957,3.036961342292224
78,35,41.0,40.0,18.0,21.254376637923087,8.0,10.632630242638689,39.45993882122885
16,31,129.0,133.0,36.0,49.12636344658733,11.0,19.46929220847013,56.163334103402946
92,80,88.0,94.0,18.0,20.494130177871206,7.0,8.550044116214604,6.618162976971458
45,90,65.0,64.0,20.0,23.076204776516388,7.0,9.206498849735972,30.40269016176319
145,53,0.0,0.0,0.0,0.0147026833790187,0.0,0.01048996440972605,0.06498314723937157
148,56,0.0,0.0,0.0,0.0189010624976087,0.0,0.014708485509185243,0.13880698232094743
41,74,19.0,20.0,17.0,22.143717294755866,8.0,12.028270728398816,12.589083676996722
98,73,88.0,93.0,13.0,14.187500422472748,5.0,5.702414583731017,2.603679189453667
44,28,30.0,30.0,14.0,18.47830943771214,7.0,10.822051697335766,70.97123924364709
67,67,19.0,17.0,7.0,8.31848258820646,3.0,4.102901290227926,3.676693136310211
73,75,21.0,20.0,10.0,12.08329989971598,6.0,7.605449820725427,6.235479552033777
54,50,75.0,70.0,25.0,27.454363589038614,8.0,9.738180454126883,12.487480761753915
29,68,10.0,10.0,16.0,22.17199303097614,8.0,13.502137969904272,18.012403483463544
17,39,315.0,315.0,40.0,56.051153512508506,12.0,20.691621027113648,61.268304107511106
107,77,24.0,23.0,0.0,0.1494940902065096,0.0,0.09974769179866372,0.5339600456966158
32,69,261.0,265.0,37.0,52.42821310776172,12.0,21.774170415866365,95.81182563913463
30,76,134.0,135.0,22.0,24.61816216376269,7.0,8.732217424619982,19.24700999051345
40,41,112.0,116.0,36.0,50.1042575988389,12.0,21.083438448507394,42.313255238871044
33,60,46.0,43.0,32.0,44.095586539984616,10.0,19.377180165394954,89.03183491241995
75,73,50.0,50.0,20.0,24.420774644539364,8.0,11.131863365781584,14.528276736089381
68,38,0.0,0.0,7.0,9.402315291402413,5.0,7.249247630004149,8.170057568038473
124,35,13.0,13.0,7.0,7.899668174125489,4.0,4.707349477407563,3.2553398041838526
64,37,8.0,9.0,9.0,11.677055452138745,6.0,8.339808599334905,3.852058323533472
69,16,19.0,20.0,8.0,10.232087254395793,6.0,7.92039099793844,12.317181967348679
73,20,24.0,25.0,21.0,27.517413700936597,9.0,14.15882539067265,8.939039457989631
6,33,283.0,283.0,40.0,62.282683862790364,12.0,24.870782152733145,55.95592097933031
36,40,220.0,218.0,37.0,47.91083577943974,11.0,17.834397960442054,62.25683957298758
111,24,0.0,0.0,0.0,0.559665400679288,0.0,0.6078413982784794,1.0678284233211897
6,69,299.0,300.0,40.0,58.63482170666971,12.0,22.35051328278816,77.10681251737888
93,51,47.0,45.0,18.0,19.799162969271226,7.0,8.29283286705979,4.246222285124859
132,77,15.0,15.0,3.0,3.4945578154274113,1.0,1.3361467988971905,0.6956612654828866
67,76,35.0,37.0,15.0,18.85799390213982,8.0,11.136532416493822,27.183083303579217
